type,severity,message,project_name,project_code,ministry,sector,state,risk_score
PF_GAP,WARNING,Physical-Financial gap of -64.5%,Rammam-III HEPP [3x40 MW],602184.0,Ministry of Power,Electricity Generation,West Bengal,85.9
HIGH_RISK_ML,CRITICAL,ML risk score: 86/100,Rammam-III HEPP [3x40 MW],602184.0,Ministry of Power,Electricity Generation,West Bengal,85.9
TIME_OVERRUN,CRITICAL,Delayed by 120 months,Rammam-III HEPP [3x40 MW],602184.0,Ministry of Power,Electricity Generation,West Bengal,85.9
ELEVATED_RISK_ML,WARNING,ML risk score: 60/100,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,602538.0,Ministry of Power,Electricity Generation,West Bengal,60.3
TIME_OVERRUN,WARNING,Delayed by 32 months,Installation of FGD for 4x210 & 2x250 MW MTPS U 1-6,602538.0,Ministry of Power,Electricity Generation,West Bengal,60.3
EXPENDITURE_LAG,CRITICAL,Only 32% budget spent but 143% time elapsed,Transmission system for evacuation of Power from REZ in Rajasthan [20 GW] under,615336.0,Ministry of Power,Transmission & Distribution,Delhi,43.9
EXPENDITURE_LAG,CRITICAL,Only 22% budget spent but 110% time elapsed,Augmentation of Transformation Capacity at jam Khambhaliya PS [GIS] [SPV Name,615342.0,Ministry of Power,Transmission & Distribution,Gujarat,43.3
EXPENDITURE_LAG,CRITICAL,Only 5% budget spent but 92% time elapsed,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and,615343.0,Ministry of Power,Transmission & Distribution,Gujarat,28.0
PROGRESS_STAGNATION,CRITICAL,Only 9% progress with 92% time elapsed,Provision of Dynamic Reactive Compensation at Khavda pooling Station 1 [KPS1] and,615343.0,Ministry of Power,Transmission & Distribution,Gujarat,28.0
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 79% time elapsed,Augmentation of Transformation Capacity at KPS1 [GIS] and KPS2 [GIS] [Phase-V,617069.0,Ministry of Power,Transmission & Distribution,Gujarat,15.7
EXPENDITURE_LAG,CRITICAL,Only 36% budget spent but 75% time elapsed,Augmentation of Banaskantha [Raghanesda] PS [GIS] [POWERGRID Banaskantha,617182.0,Ministry of Power,Transmission & Distribution,Gujarat,16.4
EXPENDITURE_LAG,CRITICAL,Only 3% budget spent but 90% time elapsed,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],617391.0,Ministry of Power,Transmission & Distribution,Gujarat,40.0
PROGRESS_STAGNATION,CRITICAL,Only 7% progress with 90% time elapsed,Augmentation of Transformation Capacity at Bhuj-II PS [GIS],617391.0,Ministry of Power,Transmission & Distribution,Gujarat,40.0
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 96% time elapsed,Jamnagar Transmission Limited,617405.0,Ministry of Power,Transmission & Distribution,Gujarat,44.7
PROGRESS_STAGNATION,CRITICAL,Only 24% progress with 96% time elapsed,Jamnagar Transmission Limited,617405.0,Ministry of Power,Transmission & Distribution,Gujarat,44.7
EXPENDITURE_LAG,CRITICAL,Only 3% budget spent but 86% time elapsed,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,617801.0,Ministry of Power,Transmission & Distribution,Gujarat,39.4
PROGRESS_STAGNATION,CRITICAL,Only 7% progress with 86% time elapsed,Provision of ICT Augmentation & Bus Reactor at Bhuj-II PS,617801.0,Ministry of Power,Transmission & Distribution,Gujarat,39.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,KPSIII HVDC Transmission Limited,619026.0,Ministry of Power,Transmission & Distribution,Gujarat,24.1
EXPENDITURE_LAG,CRITICAL,Only 22% budget spent but 134% time elapsed,Transmission System for Reliable Power Supply to Dholera,619029.0,Ministry of Power,Transmission & Distribution,Gujarat,45.3
EXPENDITURE_LAG,CRITICAL,Only 2% budget spent but 108% time elapsed,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624,617179.0,Ministry of Power,Transmission & Distribution,"Jammu and
Kashmir",54.0
PROGRESS_STAGNATION,CRITICAL,Only 2% progress with 108% time elapsed,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624,617179.0,Ministry of Power,Transmission & Distribution,"Jammu and
Kashmir",54.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Transmission Scheme for evacuation of Power from Ratle HEP [850 MW] & kiru [624,617179.0,Ministry of Power,Transmission & Distribution,"Jammu and
Kashmir",54.0
TIME_OVERRUN,WARNING,Delayed by 15 months,Implementation of Transmission Systems in the State of Jharkhand consisting of,617326.0,Ministry of Power,Transmission & Distribution,Jharkhand,34.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Implementation of Transmission Systems in the State of Jharkhand consisting of,617326.0,Ministry of Power,Transmission & Distribution,Jharkhand,34.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Transmission System Strengthening at Davanagere for Integration of RE Generation,617803.0,Ministry of Power,Transmission & Distribution,Karnataka,24.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Transmission System Strengthening for integration of additional RE Potential at,619228.0,Ministry of Power,Transmission & Distribution,Karnataka,23.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Augmentation of 1x500 MVA 400/220kV ICT [3rd] at Thrissur VSC HVDC Station in,619028.0,Ministry of Power,Transmission & Distribution,Kerala,46.5
EXPENDITURE_LAG,CRITICAL,Only 17% budget spent but 72% time elapsed,Mahan Transmission Limited,619024.0,Ministry of Power,Transmission & Distribution,Madhya Pradesh,21.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,WRNES Talegaon Power Transmission Limited,619027.0,Ministry of Power,Transmission & Distribution,Maharashtra,32.9
EXPENDITURE_LAG,CRITICAL,Only 32% budget spent but 75% time elapsed,Transmission System for Integration of Kurnool-IV REZ Phase-I [for 4.5 GW],617185.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Andhra Pradesh,
Karnataka)",36.4
EXPENDITURE_LAG,CRITICAL,Only 27% budget spent but 75% time elapsed,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV,617806.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Andhra Pradesh,
Karnataka)",23.3
PF_GAP,WARNING,Physical-Financial gap of 37.4%,Transmission System for Integration of Ananthapur 2 REZ Phase 1 for 4.5 GW. SPV,617806.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Andhra Pradesh,
Karnataka)",23.3
COST_ESCALATION,CRITICAL,Cost escalated by 92.0% from original,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],602223.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Arunachal
Pradesh, Sikkim)",92.2
PF_GAP,WARNING,Physical-Financial gap of -87.3%,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],602223.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Arunachal
Pradesh, Sikkim)",92.2
HIGH_RISK_ML,CRITICAL,ML risk score: 92/100,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],602223.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Arunachal
Pradesh, Sikkim)",92.2
TIME_OVERRUN,CRITICAL,Delayed by 99 months,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],602223.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Arunachal
Pradesh, Sikkim)",92.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D],602223.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Arunachal
Pradesh, Sikkim)",92.2
COST_ESCALATION,WARNING,Cost escalated by 31.1% from original,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)",78.1
ELEVATED_RISK_ML,WARNING,ML risk score: 78/100,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)",78.1
TIME_OVERRUN,CRITICAL,Delayed by 99 months,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)",78.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Assam, Manipur,
Meghalaya,
Mizoram,
Nagaland, Tripura)",78.1
PROGRESS_STAGNATION,CRITICAL,Only 30% progress with 134% time elapsed,Eastern Region Expansion Scheme-43 [ERES-43],617271.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, Odisha,
West Bengal)",51.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Eastern Region Expansion Scheme-43 [ERES-43],617271.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, Odisha,
West Bengal)",51.2
EXPENDITURE_LAG,CRITICAL,Only 1% budget spent but 123% time elapsed,Eastern Region Expansion Scheme-44 [ERES-44],617270.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, West
Bengal)",54.2
PROGRESS_STAGNATION,CRITICAL,Only 2% progress with 123% time elapsed,Eastern Region Expansion Scheme-44 [ERES-44],617270.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, West
Bengal)",54.2
TIME_OVERRUN,WARNING,Delayed by 16 months,Eastern Region Expansion Scheme-44 [ERES-44],617270.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, West
Bengal)",54.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Eastern Region Expansion Scheme-44 [ERES-44],617270.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Bihar, West
Bengal)",54.2
TIME_OVERRUN,WARNING,Delayed by 19 months,Transmission Scheme for Evacuation of power from REZ in Rajasthan [20 GW] under,612132.0,Ministry of Power,Transmission & Distribution,"Multi-States (Delhi,
Haryana,
Rajasthan)",34.5
TIME_OVERRUN,WARNING,Delayed by 21 months,Transmission system for evacuation of power from REZ in Rajasthan 20GW under,611735.0,Ministry of Power,Transmission & Distribution,"Multi-States (Delhi,
Rajasthan)",37.1
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 92% time elapsed,Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part-,615339.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Haryana, Punjab,
Rajasthan)",38.3
EXPENDITURE_LAG,CRITICAL,Only 36% budget spent but 92% time elapsed,TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN,615340.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Haryana,
Rajasthan)",37.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Inter-Regional Strengthening between SR Grid and WR Grid,617808.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Karnataka,
Maharashtra)",22.2
EXPENDITURE_LAG,CRITICAL,Only 30% budget spent but 75% time elapsed,Rajasthan REZ Ph-V [Part-1- 4 GW] [Sirohi/Nagaur] Complex [Rajasthan V Power,617186.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Madhya Pradesh,
Rajasthan)",34.6
TIME_OVERRUN,WARNING,Delayed by 16 months,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1],612133.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Rajasthan, Uttar
Pradesh)",35.4
EXPENDITURE_LAG,CRITICAL,Only 33% budget spent but 88% time elapsed,Transmission System for evacuation of Power from Rajasthan REZ Ph-IV [Part-4 3.5,616670.0,Ministry of Power,Transmission & Distribution,"Multi-States
(Rajasthan, Uttar
Pradesh)",38.5
TIME_OVERRUN,WARNING,Delayed by 16 months,Transmission system for evacuation of power from REZ in Rajasthan 20 GW under,611949.0,Ministry of Power,Transmission & Distribution,Rajasthan,34.7
TIME_OVERRUN,WARNING,Delayed by 16 months,Transmission System for Evacuation of power from Rajasthan REZ Ph-IV [Part-1],612134.0,Ministry of Power,Transmission & Distribution,Rajasthan,33.2
EXPENDITURE_LAG,CRITICAL,Only 8% budget spent but 86% time elapsed,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS",617181.0,Ministry of Power,Transmission & Distribution,Rajasthan,43.3
PROGRESS_STAGNATION,CRITICAL,Only 17% progress with 86% time elapsed,"Augmentation at Fatehgarh-II PS, Fatehgarh-IV PS [Section-II] and Barmer-I PS",617181.0,Ministry of Power,Transmission & Distribution,Rajasthan,43.3
EXPENDITURE_LAG,CRITICAL,Only 38% budget spent but 87% time elapsed,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4,616671.0,Ministry of Power,Transmission & Distribution,Tamil Nadu,31.4
PROGRESS_STAGNATION,CRITICAL,Only 24% progress with 87% time elapsed,Transmission System under ISTS for evacuation of Power from Kudankulam Unit-3&4,616671.0,Ministry of Power,Transmission & Distribution,Tamil Nadu,31.4
EXPENDITURE_LAG,CRITICAL,Only 6% budget spent but 117% time elapsed,Transmission System for Strengthening to facilitate evacuation of power from,617269.0,Ministry of Power,Transmission & Distribution,Uttar Pradesh,46.5
PROGRESS_STAGNATION,CRITICAL,Only 12% progress with 117% time elapsed,Transmission System for Strengthening to facilitate evacuation of power from,617269.0,Ministry of Power,Transmission & Distribution,Uttar Pradesh,46.5
EXPENDITURE_LAG,CRITICAL,Only 16% budget spent but 323% time elapsed,Integrated Command control Center [ICCC] - Construction and Development of,707229.0,Ministry of Housing & Urban Affairs,Real Estate,"Andaman &
Nicobar",78.1
PF_GAP,WARNING,Physical-Financial gap of 79.2%,Integrated Command control Center [ICCC] - Construction and Development of,707229.0,Ministry of Housing & Urban Affairs,Real Estate,"Andaman &
Nicobar",78.1
ELEVATED_RISK_ML,WARNING,ML risk score: 78/100,Integrated Command control Center [ICCC] - Construction and Development of,707229.0,Ministry of Housing & Urban Affairs,Real Estate,"Andaman &
Nicobar",78.1
TIME_OVERRUN,WARNING,Delayed by 29 months,Integrated Command control Center [ICCC] - Construction and Development of,707229.0,Ministry of Housing & Urban Affairs,Real Estate,"Andaman &
Nicobar",78.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Redevelopment of Seven General Pool Residential Accommodation [GPRA] Colonies,400188.0,Ministry of Housing & Urban Affairs,Real Estate,Delhi,26.3
TIME_OVERRUN,CRITICAL,Delayed by 48 months,Rehablitation in Junavadaj Area Smart City Project,701719.0,Ministry of Housing & Urban Affairs,Real Estate,Gujarat,45.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rehablitation in Junavadaj Area Smart City Project,701719.0,Ministry of Housing & Urban Affairs,Real Estate,Gujarat,45.9
COST_ESCALATION,WARNING,Cost escalated by 36.5% from original,Green Building Development Project,701766.0,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,77.1
EXPENDITURE_LAG,CRITICAL,Only 29% budget spent but 167% time elapsed,Green Building Development Project,701766.0,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,77.1
ELEVATED_RISK_ML,WARNING,ML risk score: 77/100,Green Building Development Project,701766.0,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,77.1
TIME_OVERRUN,CRITICAL,Delayed by 37 months,Green Building Development Project,701766.0,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,77.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Green Building Development Project,701766.0,Ministry of Housing & Urban Affairs,Real Estate,Uttarakhand,77.1
EXPENDITURE_LAG,CRITICAL,Only 39% budget spent but 152% time elapsed,Patna Metro Rail Project,702627.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Bihar,50.8
TIME_OVERRUN,CRITICAL,Delayed by 40 months,Patna Metro Rail Project,702627.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Bihar,50.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Patna Metro Rail Project,702627.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Bihar,50.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi Metro Rail Phase-IV [2 Corridors],617207.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Delhi,32.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi Metro Rail Phase V A,619031.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Delhi,22.7
TIME_OVERRUN,WARNING,Delayed by 21 months,DMRTS Phase - IV [3 Priority Corridors],702632.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Delhi,30.5
TIME_OVERRUN,WARNING,Delayed by 36 months,Surat Metro Rail Project,702630.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Gujarat,35.1
EXPENDITURE_LAG,CRITICAL,Only 4% budget spent but 72% time elapsed,Metro connectivity from Millennium City Centre to Cyber City with Spur to Dwarka,619022.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Haryana,25.9
COST_ESCALATION,WARNING,Cost escalated by 16.2% from original,Construction of Bangalore Metro Rail Project Phase 2.,702635.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Karnataka,72.5
ELEVATED_RISK_ML,WARNING,ML risk score: 72/100,Construction of Bangalore Metro Rail Project Phase 2.,702635.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Karnataka,72.5
TIME_OVERRUN,CRITICAL,Delayed by 66 months,Construction of Bangalore Metro Rail Project Phase 2.,702635.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Karnataka,72.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Bangalore Metro Rail Project Phase 2.,702635.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Karnataka,72.5
TIME_OVERRUN,CRITICAL,Delayed by 67 months,Bhopal Metro Rail Project,702625.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Madhya Pradesh,39.8
TIME_OVERRUN,CRITICAL,Delayed by 73 months,Indore Metro Rail Project,702626.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Madhya Pradesh,39.5
EXPENDITURE_LAG,CRITICAL,Only 34% budget spent but 90% time elapsed,PCMC To Nigdi- Extension Of North South Corridor Of Phase-1,617225.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,37.7
COST_ESCALATION,WARNING,Cost escalated by 20.6% from original,Kalyan Station Precinct Imporvement Project,701991.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,63.9
ELEVATED_RISK_ML,WARNING,ML risk score: 64/100,Kalyan Station Precinct Imporvement Project,701991.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,63.9
TIME_OVERRUN,WARNING,Delayed by 35 months,Kalyan Station Precinct Imporvement Project,701991.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,63.9
COST_ESCALATION,CRITICAL,Cost escalated by 61.1% from original,Mumbai Metro Line 3,702637.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,75.4
PF_GAP,WARNING,Physical-Financial gap of -56.2%,Mumbai Metro Line 3,702637.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,75.4
ELEVATED_RISK_ML,WARNING,ML risk score: 75/100,Mumbai Metro Line 3,702637.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,75.4
TIME_OVERRUN,WARNING,Delayed by 29 months,Mumbai Metro Line 3,702637.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,75.4
EXPENDITURE_LAG,CRITICAL,Only 32% budget spent but 75% time elapsed,Nagpur Metro Rail Phase II Development Project,702658.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Maharashtra,16.1
EXPENDITURE_LAG,CRITICAL,Only 11% budget spent but 84% time elapsed,Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via,612066.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Rajasthan,34.1
PROGRESS_STAGNATION,CRITICAL,Only 0% progress with 84% time elapsed,Rajasthan Metro Rail Project Phase 1C from Badi Chaupar to Transport Nagar via,612066.0,Ministry of Housing & Urban Affairs,Urban Public Transport,Rajasthan,34.1
